name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"47.4219,-121.4217",2000-11-28,26.7,21.6,24.5,26.7,11.5,15.9,22.8,93,0.051,100,16.67,snow,,26.6,,15,73.3,1018.1,25.2,7.9,,,,,2000-11-28T07:29:13,2000-11-28T16:18:13,0.09,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-11-29,32.9,25.3,27.6,31.8,13.9,19.8,26.2,94.6,0.221,100,54.17,"rain,snow",,27.2,,13.9,98.3,1007.2,94,3.9,,,,,2000-11-29T07:30:30,2000-11-29T16:17:40,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2000-11-30,34.3,29.3,31.9,34.3,19.7,28.9,30.8,95.8,0.13,100,25,"rain,snow",,,,11.5,105.1,1020.6,95.4,4,,,,,2000-11-30T07:31:45,2000-11-30T16:17:10,0.16,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-01,31.4,29.1,30.5,23.5,19,21.1,28.1,90.7,0,0,0,,,26,,14.6,83.5,1019.7,94.6,0.8,,,,,2000-12-01T07:32:59,2000-12-01T16:16:43,0.19,Overcast,Cloudy skies throughout the day.,fog,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-02,34.1,29.9,31.4,30.9,22.5,25.8,29.7,93.1,0.312,100,41.67,"rain,snow",,29.1,,11.3,240,1018.8,79.5,4.6,,,,,2000-12-02T07:34:11,2000-12-02T16:16:18,0.22,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-03,29.6,23,25.7,26.1,11.2,17,24.7,95.6,0,0,0,,,28,,12.7,61.8,1023.3,56.1,6.2,,,,,2000-12-03T07:35:21,2000-12-03T16:15:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-04,31.4,22.8,26,26.4,12.9,17.5,23.5,90.3,0,0,0,,,28,,11.5,67.5,1027.8,24.5,8.2,,,,,2000-12-04T07:36:30,2000-12-04T16:15:38,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-05,35.1,20.3,24.4,32,8.2,16,21.7,89.9,0,0,0,,,28,,11.6,56.1,1029.2,42.4,2.8,,,,,2000-12-05T07:37:37,2000-12-05T16:15:21,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-06,40,21.2,26.8,35.4,11.7,19.6,22.5,84.4,0,0,0,,,28,,8.1,62.1,1023.8,36.8,4.1,,,,,2000-12-06T07:38:42,2000-12-06T16:15:08,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-07,39.8,18.9,22.4,39.8,8.3,14.6,20.3,92.1,0,0,0,,,27.2,,11.1,61.5,1019.6,74,1.3,,,,,2000-12-07T07:39:46,2000-12-07T16:14:58,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-08,30.6,17.8,22.3,27.7,9.5,16.6,20.9,93.9,0.041,100,12.5,"rain,snow",,27.2,,10.5,91.9,1013,99,2.2,,,,,2000-12-08T07:40:47,2000-12-08T16:14:50,0.42,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-09,30.6,25,26.4,26,15,18.9,25.2,95,0.283,100,54.17,"rain,snow",,29.1,,18,249.7,1012,90.7,5.5,,,,,2000-12-09T07:41:47,2000-12-09T16:14:46,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-10,25.2,17.8,22.8,19.2,9,14.5,21.3,93.9,0.354,100,50,snow,,31.9,,13.4,255.9,1014.9,82.6,3.4,,,,,2000-12-10T07:42:44,2000-12-10T16:14:44,0.48,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-11,15.1,10.4,13.4,9.9,-5.8,-0.2,10.3,87.5,0,0,0,,,,,16.1,71.2,1016.9,49,7.6,,,,,2000-12-11T07:43:39,2000-12-11T16:14:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-12,14.4,9.3,11.8,5.6,-4.5,0.5,8.2,85.2,0,0,0,,,,,11.6,79,1012.5,42.8,9.9,,,,,2000-12-12T07:44:32,2000-12-12T16:14:49,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-13,13.3,9.3,10.9,2.9,-5.1,-1.7,8,87.7,0.022,100,8.33,snow,,,,11.4,71.8,1004.4,96,6.2,,,,,2000-12-13T07:45:23,2000-12-13T16:14:56,0.59,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-14,31.7,12.1,18.7,22.5,-1.4,9.2,16.9,92.6,0.702,100,50,"rain,snow",,,,20.3,127.1,1001.3,94.3,2.9,,,,,2000-12-14T07:46:12,2000-12-14T16:15:06,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-15,27.8,14.4,21.4,21.9,3.5,9,18.7,89.2,0.346,100,50,snow,,,,32.7,255.9,1014,77.5,4.8,,,,,2000-12-15T07:46:58,2000-12-15T16:15:18,0.66,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-16,36.5,10.5,21.9,29.6,-3.7,11.9,20.3,93.7,0.824,100,83.33,"rain,snow",,31.9,,18.9,203.5,1014.4,98.8,4.3,,,,,2000-12-16T07:47:41,2000-12-16T16:15:34,0.69,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-17,29,26.6,27.8,22.6,13.7,18.3,27.2,97.6,0.446,100,54.17,"rain,snow",,,,22.7,247.3,1026.3,85.8,3.7,,,,,2000-12-17T07:48:23,2000-12-17T16:15:52,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-18,27,21.8,24.5,24.9,12.1,15.9,22.2,91.1,0,0,0,,,,,11.5,76.1,1028.9,39.4,9.7,,,,,2000-12-18T07:49:01,2000-12-18T16:16:14,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-19,30.6,26.4,28.7,29.6,17.5,22.2,26.8,92.9,0.152,100,16.67,"rain,snow",,,,11.1,269.1,1019.4,82.7,2.1,,,,,2000-12-19T07:49:37,2000-12-19T16:16:38,0.79,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-20,25.6,20.6,21.9,15.1,7,10.9,20,92.4,0.067,100,29.17,snow,,,,14.8,77.5,1019.2,75.8,7.8,,,,,2000-12-20T07:50:11,2000-12-20T16:17:05,0.83,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-21,22.3,19.4,20.6,11,4.6,7.7,18.1,90,0.023,100,20.83,snow,,,,17.4,78.5,1008.8,92.5,6.8,,,,,2000-12-21T07:50:42,2000-12-21T16:17:34,0.86,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-22,25.4,20.6,23.1,18.2,7.6,13.5,21.2,92.4,0.364,100,83.33,snow,,,,15.9,94.7,1010.1,100,3,,,,,2000-12-22T07:51:10,2000-12-22T16:18:07,0.9,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-23,30,24.3,25.7,23.7,14.6,17.5,24.8,96.4,0.304,100,75,"rain,snow",,,,11.6,87.3,1015.2,99.6,1.9,,,,,2000-12-23T07:51:35,2000-12-23T16:18:42,0.93,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-24,31.7,29.9,30.6,30,22.7,25.2,29.9,97.2,0.179,100,50,"rain,snow",,,,10.4,218.1,1023.2,74.6,3.7,,,,,2000-12-24T07:51:58,2000-12-24T16:19:19,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-25,29.4,27.1,28.7,24.2,19.9,22.5,27.8,96.1,0.014,100,16.67,"rain,snow",,,,7.8,103.6,1027.1,91.2,5.1,,,,,2000-12-25T07:52:18,2000-12-25T16:20:00,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-26,29.5,24.4,27.4,23.9,16.7,20.2,25.9,94.3,0.037,100,29.17,"rain,snow",,,,7.9,105.5,1024.5,96.8,6.8,,,,,2000-12-26T07:52:35,2000-12-26T16:20:43,0.04,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-27,36.4,27.8,33.5,36.4,19.6,28,32.8,97.5,0.161,100,29.17,"rain,snow",,,,9.6,259.3,1025.7,77.5,3.7,,,,,2000-12-27T07:52:50,2000-12-27T16:21:28,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-28,30.8,25.2,27.9,22.3,14.6,18.8,24.2,85.8,0,0,0,,,,,11.3,71.2,1028.3,61,9.1,,,,,2000-12-28T07:53:01,2000-12-28T16:22:16,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-29,29.3,25.8,27,22.4,15,18,25.9,95.6,0.119,100,16.67,snow,,33.9,,13,76,1022.8,88.7,4.5,,,,,2000-12-29T07:53:10,2000-12-29T16:23:06,0.14,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-30,31.1,27,29.2,31.1,18.9,27,27.4,92.9,0.363,100,50,"rain,snow",,33.1,,7.9,102.5,1020.9,96.2,0.5,,,,,2000-12-30T07:53:16,2000-12-30T16:23:59,0.17,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2000-12-31,34,28.9,31,31.5,27.9,29.4,29.1,92.6,0.406,100,45.83,"rain,snow",,,,7.1,184,1019.7,94.9,2,,,,,2000-12-31T07:53:19,2000-12-31T16:24:54,0.2,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-01,32.5,24.2,28.6,32.5,14,22.4,27.2,94.5,0.373,100,4.17,"rain,snow",,,,12.3,69.7,1025.9,48.6,5.2,,,,,2001-01-01T07:53:19,2001-01-01T16:25:51,0.24,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-02,27.7,23.2,25.1,20.6,14.6,17,23.2,92.4,0,0,0,,,,,9,91.9,1027.5,95,1,,,,,2001-01-02T07:53:16,2001-01-02T16:26:50,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-03,34.7,24.2,28.1,33.9,15.6,23.1,26.7,94.8,0.344,100,33.33,"rain,snow",,35,,7.8,96,1025,87.3,2.9,,,,,2001-01-03T07:53:10,2001-01-03T16:27:52,0.3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-04,36.4,31.1,33,36.4,24.1,27.5,32.9,99.5,0.398,100,58.33,"rain,snow",,,,9.4,93.8,1021,98.3,0.5,,,,,2001-01-04T07:53:02,2001-01-04T16:28:56,0.33,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-05,37.8,30.6,34.2,33.3,20.9,26,33.5,97.5,0.79,100,79.17,"rain,snow",,,,20.6,252.8,1018.3,89.7,3.6,,,,,2001-01-05T07:52:51,2001-01-05T16:30:01,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-06,31.8,27.6,29.3,27.7,16.5,21.2,25.2,85.3,0,0,0,,,,,15,77.3,1021.3,23.9,7.6,,,,,2001-01-06T07:52:37,2001-01-06T16:31:09,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-07,28.7,25.2,27.3,17.1,12.5,15.3,19.2,71.3,0,0,0,,,,,18.1,86.8,1012.8,29.3,9.9,,,,,2001-01-07T07:52:20,2001-01-07T16:32:18,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-08,30.8,26.6,28.7,30.8,17.1,22.5,22.5,77.9,0.025,100,16.67,"rain,snow",,,,13.6,95.8,1008.2,92.7,8,,,,,2001-01-08T07:52:00,2001-01-08T16:33:29,0.47,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-09,29.5,24.7,26.7,29.5,13.2,18,25.7,96.2,0.024,100,16.67,snow,,31.9,,15.8,95,1005.3,85.9,3.7,,,,,2001-01-09T07:51:37,2001-01-09T16:34:42,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-10,31.6,25.5,28.6,31.6,13.9,22,27.4,95.4,0,0,0,,,31.9,,16,92.8,1006.5,85.5,5.4,,,,,2001-01-10T07:51:12,2001-01-10T16:35:57,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-11,31.5,28.3,29.9,30.9,19.3,24,28.8,95.8,0.139,100,50,"rain,snow",,34.1,,12.3,70.9,1006,95.8,3.4,,,,,2001-01-11T07:50:44,2001-01-11T16:37:13,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-12,35.5,31.5,34,35.5,25.9,28.9,31.2,89.4,0.044,100,16.67,"rain,snow",,35.4,,8.8,226.5,1012.1,99.2,0.6,,,,,2001-01-12T07:50:14,2001-01-12T16:38:30,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-13,33.7,28.8,31.2,32.5,22.8,27.1,27.8,87.4,0.306,100,58.33,"rain,snow",,36.4,,7.5,173.7,1014,98.8,0.9,,,,,2001-01-13T07:49:40,2001-01-13T16:39:49,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-14,31.3,29.5,30,26,22.5,24,26.8,87.5,0.034,100,16.67,"rain,snow",,38.2,,7,226.6,1023.1,99.2,0.4,,,,,2001-01-14T07:49:04,2001-01-14T16:41:10,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-15,28.8,19.9,25.1,26.9,13.2,21.2,22.5,89.6,0,0,0,,,38.2,,6.7,35,1026.8,46.3,7.2,,,,,2001-01-15T07:48:26,2001-01-15T16:42:31,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-16,22.8,17.1,19.9,15.9,6.2,11.3,18,92.3,0,0,0,,,38.2,,9.6,81.6,1025.5,4.2,9.4,,,,,2001-01-16T07:47:45,2001-01-16T16:43:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-17,22.8,13.1,17.3,22.8,1,8.7,15.6,93,0.046,100,16.67,snow,,38.2,,9,80.5,1026.4,98.9,2,,,,,2001-01-17T07:47:01,2001-01-17T16:45:18,0.77,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-18,23.1,20.4,21.5,22.3,9.7,15.7,19.8,93.5,0.071,100,45.83,snow,,38.2,,11.3,89.3,1023.3,99.1,0.7,,,,,2001-01-18T07:46:15,2001-01-18T16:46:43,0.81,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-19,44.9,21.4,29.6,42.2,21.4,27.4,28,93.6,0.125,100,45.83,"rain,snow",,38.2,,8.1,199,1020.6,89.9,6.8,,,,,2001-01-19T07:45:26,2001-01-19T16:48:09,0.84,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"72793024233,72781524237"
"47.4219,-121.4217",2001-01-20,42.2,20.4,24.7,42.2,10.9,17.7,22.2,90.2,0.012,100,8.33,snow,,,,8.3,101.1,1020,99.1,2.6,,,,,2001-01-20T07:44:35,2001-01-20T16:49:36,0.87,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,rain,"72793024233,72781524237"
